segmentId,type,startKm,endKm,distanceKm,elevGainM,elevLossM,avgGrade,isAidSplit,distanceEqKm,speedEqKmh,speedKmh,timeSec,startLat,startLon,endLat,endLon
28,steep_up,40.13340381018565,40.610752152047695,0.4773483418620472,61.80000000000007,0.0,0.12946520304004774,False,1.095348341862048,12.0,0.0,329,45.41535,5.47223,45.41149,5.47434
29,run_up,40.610752152047695,42.25102847866565,1.6402763266179576,61.59999999999991,5.599999999999909,0.03755464795801285,False,2.256276326617957,11.0,0.0,738,45.41149,5.47434,45.41067,5.48526
30,down,42.25102847866565,45.69668994583038,3.445661467164726,86.39999999999998,255.0,-0.07400610954674768,False,4.309661467164726,0.0,11.0,1128,45.41067,5.48526,45.40103,5.51532
31,flat,45.69668994583038,46.91510714019874,1.2184171943683637,32.40000000000009,47.000000000000114,-0.011982759327004384,False,1.5424171943683647,10.0,0.0,555,45.40103,5.51532,45.40547,5.51312
32,steep_up,46.91510714019874,47.6547391563016,0.7396320161028598,114.20000000000005,0.0,0.15440110421628692,False,1.8816320161028603,12.0,0.0,564,45.40547,5.51312,45.40643,5.50427
33,down,47.6547391563016,48.885306899719424,1.2305677434178222,10.600000000000136,34.20000000000016,-0.027792049794033994,False,1.3365677434178236,0.0,11.0,403,45.40643,5.50427,45.41241,5.49549
34,steep_up,48.885306899719424,49.433378938782084,0.5480720390626601,88.80000000000007,0.0,0.1620224964438438,False,1.436072039062661,12.0,0.0,431,45.41241,5.49549,45.41026,5.5004
35,down,49.433378938782084,51.29097108899964,1.857592150217556,35.799999999999955,125.79999999999995,-0.06772207773663697,False,2.2155921502175557,0.0,11.0,608,45.41026,5.5004,45.42084,5.50797
36,run_up,51.29097108899964,52.35422113675337,1.0632500477537263,52.60000000000002,1.6000000000000227,0.04947095945222418,False,1.5892500477537266,11.0,0.0,520,45.42084,5.50797,45.4149,5.51392
37,down,52.35422113675337,55.318178278117664,2.963957141364297,23.199999999999932,244.0,-0.08232237794359193,False,3.195957141364296,0.0,11.0,970,45.4149,5.51392,45.4091,5.53123
38,flat,55.318178278117664,56.15454917465001,0.836370896532344,29.600000000000023,15.600000000000023,0.016738985129737347,False,1.1323708965323442,10.0,0.0,408,45.4091,5.53123,45.40247,5.5311
39,down,56.15454917465001,57.88187302312492,1.72732384847491,10.599999999999966,62.599999999999966,-0.036241032655961306,False,1.8333238484749097,0.0,11.0,565,45.40247,5.5311,45.39381,5.52761
40,run_up,57.88187302312492,59.19219623910045,1.3103232159755294,80.0,0.0,0.061053638540961346,False,2.110323215975529,11.0,0.0,691,45.39381,5.52761,45.38974,5.53104
41,flat,59.19219623910045,59.82412583882539,0.6319295997249412,38.60000000000002,41.60000000000002,-0.004747364265427358,False,1.0179295997249413,10.0,0.0,366,45.38974,5.53104,45.38589,5.5364
42,steep_up,59.82412583882539,60.66475775948874,0.8406319206633484,116.20000000000005,0.0,0.1382293452624376,False,2.002631920663349,12.0,0.0,601,45.38589,5.5364,45.38661,5.54568
43,run_up,60.66475775948874,61.46508338800191,0.8003256285131712,21.40000000000009,5.5,0.026739116226674606,False,1.014325628513172,11.0,0.0,332,45.38661,5.54568,45.38416,5.55453
44,steep_up,61.46508338800191,62.31399677034424,0.8489133823423316,137.4000000000001,6.300000000000068,0.16185396868274643,False,2.2229133823423326,12.0,0.0,667,45.38416,5.55453,45.38624,5.56049
45,flat,62.31399677034424,63.64259384620059,1.3285970758563508,39.59999999999991,29.999999999999886,0.007225666964389725,False,1.7245970758563498,10.0,0.0,621,45.38624,5.56049,45.38981,5.54573
46,down,63.64259384620059,65.94170465138548,2.2991108051848883,9.400000000000034,345.00000000000006,-0.150058013394555,False,2.3931108051848886,0.0,11.0,752,45.38981,5.54573,45.39771,5.53363
47,flat,65.94170465138548,67.25224169586774,1.3105370444822597,25.0,3.0,0.01907614905298346,False,1.5605370444822597,10.0,0.0,562,45.39771,5.53363,45.4082,5.53216
48,run_up,67.25224169586774,68.24326941908193,0.991027723214188,45.60000000000002,18.600000000000023,0.046012839935603525,False,1.4470277232141882,11.0,0.0,474,45.4082,5.53216,45.41588,5.52994
49,steep_up,68.24326941908193,69.38836452687428,1.1450951077923577,150.39999999999998,2.199999999999932,0.13134280198782605,False,2.6490951077923572,12.0,0.0,795,45.41588,5.52994,45.41768,5.53645
50,down,69.38836452687428,70.63180074288641,1.2434362160121282,3.2000000000000455,76.30000000000007,-0.061362214657624106,False,1.2754362160121286,0.0,11.0,407,45.41768,5.53645,45.42201,5.53837
51,steep_up,70.63180074288641,71.69621595345721,1.0644152105708002,179.70000000000005,0.900000000000091,0.16882509589808908,False,2.861415210570801,12.0,0.0,858,45.42201,5.53837,45.42651,5.53414
52,run_up,71.69621595345721,72.42031014948397,0.7240941960267548,38.200000000000045,2.3999999999999773,0.05275556717566699,False,1.1060941960267554,11.0,0.0,362,45.42651,5.53414,45.43039,5.53785
53,down,72.42031014948397,74.98474554868802,2.564435399204058,31.799999999999955,196.79999999999995,-0.07674203844677943,False,2.8824353992040574,0.0,11.0,839,45.43039,5.53785,45.42698,5.54479
54,steep_up,74.98474554868802,76.41682672845073,1.4320811797627044,194.79999999999995,0.7999999999999545,0.13602580828014113,False,3.380081179762704,12.0,0.0,1014,45.42698,5.54479,45.43511,5.54741
55,down,76.41682672845073,78.94532036703153,2.528493638580798,17.40000000000009,211.0,-0.08344889493905581,False,2.702493638580799,0.0,11.0,828,45.43511,5.54741,45.44954,5.55334
56,run_up,78.94532036703153,79.83040474054935,0.8850843735178273,46.60000000000002,3.2000000000000455,0.05265034768920978,False,1.3510843735178275,11.0,0.0,442,45.44954,5.55334,45.45373,5.55712
57,flat,79.83040474054935,80.66512841633293,0.8347236757835788,37.799999999999955,32.799999999999955,0.005990006208109957,False,1.2127236757835784,10.0,0.0,437,45.45373,5.55712,45.45764,5.56409
58,down,80.66512841633293,82.95148011019361,2.2863516938606807,12.399999999999977,154.19999999999993,-0.06744369224299931,False,2.4103516938606804,0.0,11.0,748,45.45764,5.56409,45.47245,5.56825
59,flat,82.95148011019361,84.21787322492848,1.2663931147348677,2.6000000000000227,20.600000000000023,-0.01626667087834953,False,1.292393114734868,10.0,0.0,465,45.47245,5.56825,45.46782,5.55765
