cohort,activityIndex,segmentIndex,startKm,endKm,distanceKm,avgGrade,meanAltitudeM,elevGainM,elevLossM,progress,gapFactor,altitudePenalty,meanHrReserve,segmentTrimp,cumTrimpBefore,decayedTrimpBefore,terrainFamily,technicalityCombined,actualTimeSec,stage3PredictedTimeSec,stage3ResidualSec,stage3FatigueState,stage3AcuteTrimpCol,stage3FatigueModel
hardTrailRun,A0176,6,6.001440849120428,7.001852319006909,1.0004114698864814,-0.08106623450759454,495.9046295806038,2.8999999999998636,84.29999999999984,0.6467058221568367,0.7036896575531739,0.004865857963800124,0.8709544787077826,0.1871286038793784,1.8031676974423676,1.0212095712676785,descent,0.7212165383610634,227.0,239.54626380482335,12.546263804823354,decayed,decayedTrimpBefore,exponential
hardTrailRun,A0176,7,7.001852319006909,7.99947509468577,0.9976227756788605,-0.08533600972404072,418.24800419558153,0.7999999999999545,85.09999999999997,0.7460760634310273,0.7269232744934979,0.0037238717950832667,0.8866666666666667,0.21709734016843588,1.990296301321746,0.94365926140904,descent,0.7691749183122023,251.0,242.11487824542016,-8.885121754579842,decayed,decayedTrimpBefore,exponential
hardTrailRun,A0176,8,7.99947509468577,9.002204050969825,1.002728956284055,-0.09680311894355802,320.31694262617253,0.0,96.29999999999995,0.8455615625807963,0.6143046595070806,0.0024849253816114913,0.8863963963963963,0.19185626779109166,2.207393641490182,0.916177315135305,descent,0.5762489534108108,222.0,205.45966290058317,-16.54033709941683,decayed,decayedTrimpBefore,exponential
hardTrailRun,A0176,9,9.002204050969825,9.99882697995495,0.9966229289851256,-0.07728098919847266,230.64385305361057,0.4000000000000057,76.70000000000002,0.944997335352044,0.7434306121215675,0.0015472819180766262,0.9049275362318839,0.21027555167808742,2.3992499092812736,0.8705771162185818,descent,1.0,230.0,241.8447488395075,11.844748839507503,decayed,decayedTrimpBefore,exponential
hardTrailRun,A0176,10,9.99882697995495,10.053483920061128,0.05465694010617739,0.0,198.03006032973462,0.39999999999997726,0.0,0.9972816915737482,1.0,0.0012529266280143503,0.9678787878787879,0.012138147493883887,2.609525460959361,0.8552149418813583,flat,0.006850894305778144,11.0,17.735974564001623,6.735974564001623,decayed,decayedTrimpBefore,exponential
hardTrailRun,A0177,0,0.0,0.9999097336940824,0.9999097336940825,0.019261608416301996,218.786417164787,20.80000000000001,0.0,0.036801375179006446,1.1118597510676516,0.0014373832399596775,0.7162189054726368,0.13498138851459077,0.0,0.0,flat,0.3718905002485826,268.0,453.70129420986495,185.70129420986495,decayed,decayedTrimpBefore,exponential
hardTrailRun,A0177,1,0.9999097336940824,2.00051015225561,1.0006004185615276,0.1155500075672471,274.5402397435609,117.49999999999997,1.5999999999999943,0.11042954598456654,1.8365586762576085,0.001982762777261615,0.7012011019283746,0.289846963376357,0.13498138851459077,0.13498138851459077,climb,1.0,605.0,766.4170417095042,161.41704170950425,decayed,decayedTrimpBefore,exponential
hardTrailRun,A0177,2,2.00051015225561,3.0004033841183855,0.9998932318627753,0.06210941271926038,392.2345033984825,75.50000000000006,13.900000000000091,0.1840571094452188,1.4630759469915782,0.0033728808548061373,0.720154711673699,0.24186850417220201,0.4248283518909478,0.3898436354408838,climb,1.0,474.0,594.8976988209432,120.89769882094322,decayed,decayedTrimpBefore,exponential
hardTrailRun,A0177,3,3.0004033841183855,4.000355777427234,0.9999523933088481,0.12234615340354821,453.17034993180823,121.69999999999993,0.0,0.2576608225325366,1.8924416107236763,0.004219964486097183,0.7244561403508771,0.29501822831818253,0.6666968560631499,0.5306717725236099,climb,0.6052138327247754,570.0,765.608236527675,195.608236527675,decayed,decayedTrimpBefore,exponential
hardTrailRun,A0177,4,4.000355777427234,4.998647413581122,0.9982916361538887,-0.037280097837808564,534.9960921804748,50.09999999999991,91.19999999999999,0.3312055893744268,1.1586645628250654,0.005494117907829721,0.650210970464135,0.2227574960117861,0.9617150843813325,0.6881495466051366,mixed_climb_descent,0.6714017741527337,553.0,522.0760912217911,-30.923908778208897,decayed,decayedTrimpBefore,exponential
