cohort,stage,feature,coefficient,standardizedCoefficient,absStandardizedCoefficient
hardTrailRun,E4 REDI readiness,trimpRediSlow,-0.015443080411705298,-0.007970237453733563,0.007970237453733563
hardTrailRun,E4 REDI readiness,trimpRediBalance,-0.039780558574888034,-0.021036626857704764,0.021036626857704764
hardTrailRun,E4 REDI readiness,terrain_climb,0.8259844808847311,0.6651292526001694,0.6651292526001694
hardTrailRun,E4 REDI readiness,terrain_descent,0.8757292274031119,0.7091140204106715,0.7091140204106715
hardTrailRun,E4 REDI readiness,terrain_flat,0.7926017174245934,0.6699530003017743,0.6699530003017743
hardTrailRun,E4 REDI readiness,terrain_mixed_climb_descent,0.819149129553305,0.5330184943268351,0.5330184943268351
hardTrailRun,E4 REDI readiness,terrain_steep_climb,0.7672993189887183,0.3841283377438094,0.3841283377438094
hardTrailRun,E4 REDI readiness,terrain_steep_descent,1.0243536084733427,0.5353630846954145,0.5353630846954145
hardTrailRun,E5 HR effort,intercept,6.125215480382695,,
hardTrailRun,E5 HR effort,logDistanceKm,1.0106254822685823,0.5094803884394616,0.5094803884394616
hardTrailRun,E5 HR effort,logGapFactor,0.815767464315202,0.6578245462306982,0.6578245462306982
hardTrailRun,E5 HR effort,altitudePenalty,6.096023513494282,0.2319344250141557,0.2319344250141557
hardTrailRun,E5 HR effort,progress,0.19625496572620144,0.11111108539922554,0.11111108539922554
hardTrailRun,E5 HR effort,meanHrReserve,-1.5657809575944734,-0.4239593090139815,0.4239593090139815
hardTrailRun,E5 HR effort,ctl,-0.1794171651755532,-0.08728303213559277,0.08728303213559277
hardTrailRun,E5 HR effort,tsb,0.09465756753625928,0.05488952999430434,0.05488952999430434
hardTrailRun,E5 HR effort,terrain_climb,0.911677271369266,0.7341339167400466,0.7341339167400466
hardTrailRun,E5 HR effort,terrain_descent,1.0936848168165123,0.885601637180335,0.885601637180335
hardTrailRun,E5 HR effort,terrain_flat,0.9271002459465327,0.7836389673373172,0.7836389673373172
hardTrailRun,E5 HR effort,terrain_mixed_climb_descent,0.9966773641066534,0.6485357168547136,0.6485357168547136
hardTrailRun,E5 HR effort,terrain_steep_climb,0.886395409947366,0.44375068109741206,0.44375068109741206
hardTrailRun,E5 HR effort,terrain_steep_descent,1.3096803721963024,0.6844848480292122,0.6844848480292122
hardTrailRun,E6 decayed acute TRIMP,intercept,6.192198290948944,,
hardTrailRun,E6 decayed acute TRIMP,logDistanceKm,0.9673309107231297,0.48765456322992545,0.48765456322992545
hardTrailRun,E6 decayed acute TRIMP,logGapFactor,0.7964079343266635,0.642213266562122,0.642213266562122
hardTrailRun,E6 decayed acute TRIMP,altitudePenalty,4.083706758386035,0.1553721334630766,0.1553721334630766
