cohort,stage,fitObjective,validation,alpha,fatigueCoef,fatigueModel,segmentR2,segmentMaeSec,segmentMapePct,segmentBiasSec,raceR2,raceMaeSec,raceMapePct,raceBiasSec,loadFactorCol,useHrrEffort,fatigueState,acuteTrimpCol,vmaFlatKmh,hrrReference,hrrMinFactor,hrrMaxFactor,minFatigueFactor,decayLambda,raceMaeMin,segmentMaeMin,selectedFatigueState,selectedFatigueModel
hardTrailRun,Stage 1 TRIMP fatigue CTL,activity,in_sample,0.35,0.4,exponential,-3.7717103650269115,463.79032417395587,89.06926427994742,435.62925291876127,-0.3024004590591922,8024.751951163024,90.90044348329775,7901.992993177849,ctlReadinessFactor,False,decayed,decayedTrimpBefore,18.0,0.85,0.3,1.0,0.5,0.2,133.74586585271706,7.7298387362325975,,
hardTrailRun,Stage 1 TRIMP fatigue CTL,activity,in_sample,0.4,0.0,exponential,0.2047036797262326,183.7553905518183,33.37771971284241,42.11568418684663,0.8581330932684873,2709.347207051605,32.087992560873026,582.640614764236,ctlReadinessFactor,False,decayed,decayedTrimpBefore,18.0,0.85,0.3,1.0,0.5,0.2,45.15578678419342,3.062589842530305,,
hardTrailRun,Stage 1 TRIMP fatigue CTL,activity,in_sample,0.4,0.1,exponential,0.025107709078192042,205.32665492982923,38.32369176520064,98.73481784555628,0.8350715552556942,3181.936016186985,39.01182759202547,1635.7565008162353,ctlReadinessFactor,False,decayed,decayedTrimpBefore,18.0,0.85,0.3,1.0,0.5,0.2,53.03226693644975,3.422110915497154,,
hardTrailRun,Stage 1 TRIMP fatigue CTL,activity,in_sample,0.4,0.2,exponential,-0.35365202366382964,241.1415502825452,45.73522621040126,162.44223801044245,0.7403420603675044,3850.1135444575966,47.22089617613486,2820.714515883118,ctlReadinessFactor,False,decayed,decayedTrimpBefore,18.0,0.85,0.3,1.0,0.5,0.2,64.16855907429327,4.01902583804242,,
hardTrailRun,Stage 1 TRIMP fatigue CTL,activity,in_sample,0.4,0.3,exponential,-1.0194324001426702,292.5626550086391,55.79322502903415,234.25837724961326,0.5400248676561736,4783.47743526261,56.9803677398186,4156.494705731696,ctlReadinessFactor,False,decayed,decayedTrimpBefore,18.0,0.85,0.3,1.0,0.5,0.2,79.7246239210435,4.876044250143986,,
hardTrailRun,Stage 1 TRIMP fatigue CTL,activity,in_sample,0.4,0.4,exponential,-1.9303420865201928,353.80635237289005,67.7894222520059,309.44740036604276,0.2589717709304714,5909.590671817114,67.99401336025075,5555.0105356972845,ctlReadinessFactor,False,decayed,decayedTrimpBefore,18.0,0.85,0.3,1.0,0.5,0.2,98.49317786361856,5.896772539548167,,
hardTrailRun,Stage 1 TRIMP fatigue CTL,activity,in_sample,0.45,0.0,exponential,0.3218354708566967,164.55704086988882,28.35215879366292,-26.322232667579275,0.8257104898126905,2562.380714923657,23.628750572021058,-690.3046387280859,ctlReadinessFactor,False,decayed,decayedTrimpBefore,18.0,0.85,0.3,1.0,0.5,0.2,42.706345248727615,2.7426173478314806,,
hardTrailRun,Stage 1 TRIMP fatigue CTL,activity,in_sample,0.45,0.1,exponential,0.2832029230439209,173.47258771031605,30.8901635923754,24.005886140162616,0.8516159119170685,2616.7473158682355,28.08289726428609,245.7983710959135,ctlReadinessFactor,False,decayed,decayedTrimpBefore,18.0,0.85,0.3,1.0,0.5,0.2,43.61245526447059,2.891209795171934,,
hardTrailRun,Stage 1 TRIMP fatigue CTL,activity,in_sample,0.45,0.2,exponential,0.10049398849361801,194.1763613623437,35.61092380453831,80.63470406450591,0.8271273313737738,3078.285217575269,34.64374109287964,1299.0943844886988,ctlReadinessFactor,False,decayed,decayedTrimpBefore,18.0,0.85,0.3,1.0,0.5,0.2,51.30475362625449,3.2362726893723948,,
hardTrailRun,Stage 1 TRIMP fatigue CTL,activity,in_sample,0.45,0.3,exponential,-0.29372262169050734,230.52063863132616,43.061045379933155,144.47127227710217,0.7264370543014762,3736.8669502731022,42.575544047392654,2486.454553242989,ctlReadinessFactor,False,decayed,decayedTrimpBefore,18.0,0.85,0.3,1.0,0.5,0.2,62.28111583788504,3.8420106438554362,,
hardTrailRun,Stage 1 TRIMP fatigue CTL,activity,in_sample,0.45,0.4,exponential,-0.8785739543477145,277.13084799047,52.55267505289268,211.30595949170615,0.5621826555263596,4522.355774647161,51.54388848890699,3729.5797354346237,ctlReadinessFactor,False,decayed,decayedTrimpBefore,18.0,0.85,0.3,1.0,0.5,0.2,75.37259624411935,4.618847466507833,,
hardTrailRun,Stage 1 TRIMP fatigue CTL,activity,in_sample,0.5,0.0,exponential,0.3014179966240722,160.922988070985,26.412059953572708,-81.07256615112006,0.7641536730510706,2661.0919843591882,19.27159215578069,-1708.660841521944,ctlReadinessFactor,False,decayed,decayedTrimpBefore,18.0,0.85,0.3,1.0,0.5,0.2,44.35153307265314,2.6820498011830836,,
hardTrailRun,Stage 1 TRIMP fatigue CTL,activity,in_sample,0.5,0.1,exponential,0.35377469038212117,158.56749587558542,26.82325306065399,-35.777259224152345,0.8208798411883507,2484.2178760337442,21.637979524055087,-866.1681326803447,ctlReadinessFactor,False,decayed,decayedTrimpBefore,18.0,0.85,0.3,1.0,0.5,0.2,41.40363126722907,2.642791597926424,,
