cohort,stage,r2,maeMin,mapePct,biasMin
hardTrailRun,HR global LOO,0.9735009895272065,16.944366629956345,10.5358779023311,-6.445549583008003
hardTrailRun,HR E6 segment LOO,0.9629923504863286,17.284529530585257,8.616914934949383,-5.028212848827084
hardRunOrTrailRun,HR global LOO,0.9735009895272065,16.944366629956345,10.5358779023311,-6.445549583008003
hardRunOrTrailRun,HR E6 segment LOO,0.9629923504863286,17.284529530585257,8.616914934949383,-5.028212848827084
top10HardTrailByHRR,HR global LOO,0.9517252284955762,9.954544499874414,12.981531129787683,-3.7902914293531658
top10HardTrailByHRR,HR E6 segment LOO,0.9919911965648092,4.51799807715058,6.302883262733924,0.29472962990546875
selectedDateRaces,HR global LOO,0.9953430151799978,10.268307042763553,6.906675591320986,1.3261125922105557
selectedDateRaces,HR E6 segment LOO,0.9778833745091661,14.722767166194606,6.2869129035048585,9.293957620071827
