cohort,fitObjective,activityIndex,segmentIndex,startKm,endKm,distanceKm,avgGrade,meanAltitudeM,elevGainM,elevLossM,progress,gapFactor,altitudePenalty,meanHrReserve,segmentTrimp,cumTrimpBefore,decayedTrimpBefore,terrainFamily,technicalityCombined,actualTimeSec,stage3PredictedTimeSec,stage3ResidualSec,stage3FatigueState,stage3AcuteTrimpCol,stage3FatigueModel
hardRunOrTrailRun,activity,A0082,1,1.0010962681412718,1.9999224369536373,0.9988261688123654,-0.006004958117639824,216.94778425956517,0.20000000000001705,10.800000000000011,0.20805658718918715,0.9697907723746432,0.0014206368056939311,0.7300884955752213,0.17874488136122116,0.124010042438319,0.124010042438319,flat,0.5082686247494239,339.0,315.7994507201855,-23.20054927981448,decayed,decayedTrimpBefore,linear
hardRunOrTrailRun,activity,A0082,2,1.9999224369536373,3.0003096529995226,1.0003872160458853,-0.002510213406726773,207.61385164680152,0.19999999999998863,5.899999999999977,0.346659360044412,0.9870815584770847,0.0013368426284323665,0.8269362745098039,0.19563899958769043,0.30275492379954017,0.28027571679597857,flat,1.0,272.0,293.614687187511,21.61468718751098,decayed,decayedTrimpBefore,linear
hardRunOrTrailRun,activity,A0082,3,3.0003096529995226,4.00162686574751,1.0013172127479875,0.0,204.37778577625738,2.0,0.5,0.48543483362252937,1.0,0.0013082671889927955,0.9001025641025642,0.23425518233414191,0.4983939233872306,0.4251093482695331,flat,1.0,260.0,298.8167156582436,38.816715658243595,decayed,decayedTrimpBefore,linear
hardRunOrTrailRun,activity,A0082,4,4.00162686574751,4.999560107826173,0.9979332420786626,0.0,206.70994707055988,2.4000000000000057,0.20000000000001705,0.6240401764887639,1.0,0.0013288362137025,0.895669099756691,0.24357078229022153,0.7326491057213725,0.5823052791833468,flat,0.7126921896655491,274.0,308.4101464486132,34.410146448613204,decayed,decayedTrimpBefore,linear
hardRunOrTrailRun,activity,A0082,5,4.999560107826173,6.001154247933143,1.0015941401069703,-0.0005375339982028797,207.52403773908264,2.200000000000017,3.0000000000000284,0.7626647183560281,0.99840490692675,0.0013360462383362748,0.7800766283524905,0.2158029095755733,0.9762198880115941,0.7203220220372876,flat,1.0,348.0,347.6122348182149,-0.3877651817850847,decayed,decayedTrimpBefore,linear
hardRunOrTrailRun,activity,A0082,6,6.001154247933143,6.999821684750416,0.9986674368172732,0.0011237176930990291,208.26092470790533,3.400000000000034,0.6000000000000227,0.9013401609562296,1.0065273078127537,0.0013425858773729038,0.7443437204910294,0.19502635265615748,1.1920227975871673,0.8055527011368164,flat,0.722721933461373,353.0,373.6336259996661,20.633625999666094,decayed,decayedTrimpBefore,linear
hardRunOrTrailRun,activity,A0082,7,6.999821684750416,7.212025213039912,0.2122035282894954,0.0,209.7544329369706,0.19999999999998863,0.799999999999983,0.9852882150282963,1.0,0.0013558792650767426,0.7331645569620252,0.04207769327653442,1.3870491502433249,0.8545571223019055,flat,0.16214436194593168,79.0,81.02774615314021,2.027746153140214,decayed,decayedTrimpBefore,linear
hardRunOrTrailRun,activity,A0083,0,0.0,1.0009659175317214,1.0009659175317214,0.0049033263938408215,220.54978692392538,6.999999999999972,0.9999999999999716,0.05449149911655522,1.0283159284652894,0.0014535184851575123,0.6533333333333333,0.13192779327554183,0.0,0.0,flat,1.0,324.0,369.4264384823014,45.42643848230142,decayed,decayedTrimpBefore,linear
hardRunOrTrailRun,activity,A0083,1,1.0009659175317214,2.000243148417633,0.9992772308859117,-0.0071177889943468565,215.68783512677027,4.900000000000006,12.400000000000006,0.1633825670798567,0.9669573752917283,0.0014092067528519436,0.7418985976267529,0.16935937394327485,0.13192779327554183,0.13192779327554183,flat,0.7080370017913548,309.0,313.66021044534847,4.6602104453484685,decayed,decayedTrimpBefore,linear
hardRunOrTrailRun,activity,A0083,2,2.000243148417633,3.000292726583697,1.000049578166064,0.0019387519090436056,219.59470025053977,7.899999999999977,3.799999999999983,0.2722237505217578,1.0133268440161955,0.0014447701868286478,0.7550432900432901,0.17619331240181332,0.30128716721881665,0.27737271548367554,flat,0.5419199579618743,308.0,333.19516472865814,25.195164728658142,decayed,decayedTrimpBefore,linear
hardRunOrTrailRun,activity,A0083,3,3.000292726583697,4.000861560963895,1.0005688343801982,0.0013394360162293742,220.005266870752,6.0,4.400000000000006,0.3811352474572905,1.0089913794943925,0.0014485282343268402,0.7204682274247493,0.15272938952494722,0.47748047962063,0.4032868846330478,flat,0.5752530241980618,299.0,357.40198848448597,58.40198848448597,decayed,decayedTrimpBefore,linear
hardRunOrTrailRun,activity,A0083,4,4.000861560963895,4.99981689620107,0.9989553352371745,0.0008092174931755908,221.09413283314743,8.800000000000011,6.199999999999989,0.48998717499435673,1.009030713913077,0.001458514074867856,0.7835524798154555,0.18121954700534232,0.6302098691455772,0.48291276428703556,flat,1.0,289.0,333.897373546596,44.897373546595986,decayed,decayedTrimpBefore,linear
hardRunOrTrailRun,activity,A0083,5,4.99981689620107,5.999833240628596,1.000016344427526,-0.0009696497462498351,221.35812513505078,8.099999999999966,11.699999999999989,0.5988090255775119,1.0013212948063666,0.0014609392906822505,0.7694028230184582,0.18396391056511008,0.8114294161509195,0.576595078181037,flat,1.0,307.0,344.95325441001324,37.953254410013244,decayed,decayedTrimpBefore,linear
hardRunOrTrailRun,activity,A0083,6,5.999833240628596,6.998801286462233,0.998968045833637,-0.005399644003868278,214.81900067838015,9.800000000000011,13.800000000000011,0.7076315681117555,0.9803058826551603,0.0014013464684340393,0.7602185792349727,0.17742734795891796,0.9953933267160295,0.6560400331453282,flat,0.6721667777672861,305.0,347.65874837851436,42.65874837851436,decayed,decayedTrimpBefore,linear
hardRunOrTrailRun,activity,A0083,7,6.998801286462233,7.999447289655059,1.0006460031928262,-0.0035696572497178943,217.2938172165328,6.700000000000017,11.800000000000011,0.8164883885863885,0.9864947820326887,0.001423782462144474,0.7290246516613075,0.16340823246756578,1.1728206746749474,0.7145474983452966,flat,1.0,311.0,370.43359427639604,59.433594276396036,decayed,decayedTrimpBefore,linear
hardRunOrTrailRun,activity,A0083,8,7.999447289655059,9.000153148566955,1.0007058589118962,0.00014784426728218727,210.40173454931502,5.400000000000034,5.500000000000028,0.9254398137205411,1.002381573523859,0.001361656967388658,0.7528728070175439,0.17268403932061455,1.3362289071425133,0.7484302438977984,flat,0.9031254051969353,304.0,367.380064896186,63.38006489618601,decayed,decayedTrimpBefore,linear
hardRunOrTrailRun,activity,A0083,9,9.000153148566955,9.184606165731408,0.1844530171644525,-0.012999075535093038,209.59173343372348,0.0,2.9000000000000057,0.9899585777639185,0.9362053476374059,0.001354428579337097,0.7278160919540231,0.03035381092030304,1.508912946463128,0.7854468965333967,flat,0.21451572786999182,58.0,65.99750890310473,7.99750890310473,decayed,decayedTrimpBefore,linear
hardRunOrTrailRun,activity,A0085,0,0.0,0.9994372537448547,0.9994372537448547,0.0014431344441365487,222.75518180096356,4.600000000000023,0.4000000000000057,0.06486482022499233,1.0081953668299646,0.0014738007699461875,0.628604898828541,0.11693886615999635,0.0,0.0,flat,1.0,313.0,379.47263871533914,66.47263871533914,decayed,decayedTrimpBefore,linear
hardRunOrTrailRun,activity,A0085,1,0.9994372537448547,2.0006115290402744,1.0011742752954196,-0.0046485740866441675,221.80346238520656,0.8999999999999773,8.499999999999972,0.19470719570679831,0.9765149541099951,0.0014650341624996566,0.7304075235109718,0.16837606344062217,0.11693886615999635,0.11693886615999635,flat,0.7915540966269268,319.0,324.45567143273774,5.455671432737745,decayed,decayedTrimpBefore,linear
hardRunOrTrailRun,activity,A0085,2,2.0006115290402744,2.999371675207612,0.9987601461673377,-0.0021626065493055915,212.71688454847018,0.20000000000001705,7.600000000000023,0.32450562599732385,0.9891400448693284,0.0013824018408118421,0.7725,0.18399038174275592,0.28531492960061855,0.2641175093958813,flat,1.0,304.0,319.6007823420464,15.600782342046386,decayed,decayedTrimpBefore,linear
hardRunOrTrailRun,activity,A0085,3,2.999371675207612,3.9992005762899088,0.9998289010822967,0.0010877960501157792,208.4002735444416,3.4000000000000057,2.0,0.45421673969429377,1.0061420271194401,0.0013438239828700294,0.7843607305936073,0.18357424820326013,0.4693053113433745,0.4002315091115267,flat,1.0,292.0,329.99292910415215,37.992929104152154,decayed,decayedTrimpBefore,linear
hardRunOrTrailRun,activity,A0085,4,3.9992005762899088,5.001290870781577,1.0020902944916679,0.0003451512136868316,212.00925893126802,3.19999999999996,0.39999999999997726,0.5841439844906108,1.0019639066536392,0.0013760478610236326,0.7841584158415842,0.19036662113308614,0.6528795595466346,0.5112560930636776,flat,0.714489002811122,303.0,337.61037522387534,34.61037522387534,decayed,decayedTrimpBefore,linear
hardRunOrTrailRun,activity,A0085,5,5.001290870781577,5.9994162032275105,0.9981253324459338,-0.0022424322815681815,213.79668679292533,2.500000000000057,4.9000000000000625,0.7139606653941725,0.9893750337641195,0.0013921202864581872,0.7585714285714286,0.17821980783513605,0.8432461806797207,0.6089477072228177,flat,1.0,308.0,350.8919561524829,42.89195615248292,decayed,decayedTrimpBefore,linear
hardRunOrTrailRun,activity,A0085,6,5.9994162032275105,6.9993532980944035,0.9999370948668931,0.0,211.13555325041094,0.5999999999999943,1.3999999999999773,0.8436376007498809,1.0,0.0013682187641366195,0.7776547231270358,0.18890631682203696,1.0214659885148567,0.6767840227547839,flat,1.0,307.0,352.01487547565256,45.01487547565256,decayed,decayedTrimpBefore,linear
hardRunOrTrailRun,activity,A0085,7,6.9993532980944035,7.704000799494799,0.7046475014003954,0.0,210.20890834309628,0.8000000000000114,1.200000000000017,0.9542674306675433,1.0,0.0013599348086733576,0.785099846390169,0.13674580085250312,1.2103723053368936,0.7430102094432072,flat,0.6378674703983809,217.0,249.53007415287226,32.53007415287226,decayed,decayedTrimpBefore,linear
hardRunOrTrailRun,activity,A0086,0,0.0,0.9996302050063283,0.9996302050063284,0.10383575090282424,262.5551355617484,110.80000000000001,0.0,0.04029850627972808,1.7703032856936176,0.0018593879243578026,0.65989010989011,0.22739874915247837,0.0,0.0,climb,1.0,546.0,643.319538811279,97.31953881127902,decayed,decayedTrimpBefore,linear
hardRunOrTrailRun,activity,A0086,1,0.9996302050063283,1.9995882577901607,0.9999580527838324,0.09931893704018224,412.228607566168,113.89999999999998,15.200000000000045,0.12090873550236067,1.8654823193808459,0.0036412460876228403,0.764440734557596,0.35324295639186853,0.22739874915247837,0.22739874915247837,climb,0.4260887601654456,599.0,614.3717715771128,15.371771577112781,decayed,decayedTrimpBefore,linear
