windowSec,maxSpeedKmh,maxSpeedEqKmh
5,17.797907334814617,21.612887353084503
10,17.616700608305017,20.27390426547431
15,17.367831186257263,19.39306181808703
20,17.059507531416354,19.333360877066664
30,16.335411721050317,19.284187048892143
60,15.390195676941747,18.675945759110864
120,15.182709791546335,16.798579214352408
180,15.000025181878144,15.751849232620787
300,14.204068588399625,14.903314210168098
600,13.931641578050781,14.232744680543629
900,13.777919164607354,13.88515213165154
1200,13.475274937698293,13.491708824107173
1500,13.068142527273439,13.11310295176108
1800,13.068142527273439,13.11310295176108
2100,,
2400,,
2700,,
3000,,
3300,,
3600,,
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
