windowSec,maxSpeedKmh,maxSpeedEqKmh
5,11.255336850286971,30.808312091073105
10,10.639142185377027,24.830814141623495
15,10.36743009880325,22.833660569698782
20,10.029924642497182,21.771736623324582
30,9.700966135462163,19.74608555915419
60,9.026758219044718,15.448163189034004
120,8.518303822307214,14.169926458416734
180,8.199667220637412,13.727668506438505
300,8.149440356857808,13.022836488325643
600,7.491339365059912,12.417007397410122
900,6.747226772315357,11.403022755577771
1200,6.356722040216161,10.597817149904436
1500,6.106472076842091,10.346101114123766
1800,6.002830042769919,9.818647480309622
2100,5.833573605872143,9.152017213567046
2400,5.756165531531475,8.79875008831396
2700,5.717706967636216,8.428151484659981
3000,5.705397038971366,8.216927122182252
3300,5.647892994911819,7.7862574357193965
3600,5.6422945252242815,7.6469071601027245
4500,5.6422945252242815,7.6469071601027245
5400,5.6422945252242815,7.646907160102726
7200,5.551148320174113,7.358481509033588
9000,5.472514455353153,6.985944515373887
12600,5.399060768163679,6.2462392925446535
14400,5.399060768163679,6.2462392925446535
18000,5.399060768163679,6.2462392925446535
21600,5.399060768163679,6.2462392925446535
23400,5.399060768163679,6.2462392925446535
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
