windowSec,maxSpeedKmh,maxSpeedEqKmh
5,36.71914659665313,28.098718575682902
10,35.92563170619597,27.717438394457965
15,35.08489241497593,26.86204578737243
20,34.228341055357994,25.715318458523722
30,33.05562571916633,23.016753201804082
60,28.22909068647376,21.116513908485462
120,25.19102037683228,17.837439541236986
180,22.28754809426151,15.020671190326462
300,21.842519448887906,15.020671190326466
600,16.880912096476223,12.178062214353574
900,16.40603720105949,12.13001374463804
1200,13.429731028772915,10.956051697461922
1500,11.391186649397453,10.833850082413152
1800,9.938569921955272,10.494509320219183
2100,8.98825616791722,10.274610081181756
2400,8.242582247564803,10.159623432453168
2700,7.670826421598889,10.159623432453168
3000,7.239778022058037,10.05139994292199
3300,6.900936189789584,10.03459658999319
3600,6.572924953537194,10.03459658999319
4500,5.889670940894804,10.03459658999319
5400,5.4830673583829155,10.03459658999319
7200,5.381731611999416,9.985216667471908
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
