windowSec,maxSpeedKmh,maxSpeedEqKmh
5,9.127159654075701,20.034531752782847
10,8.942222352938415,17.10764234352599
15,8.679497800635177,15.745497353559077
20,8.516494800117579,14.955039927798628
30,7.970961470324901,14.123690024464755
60,7.151261016764732,13.539585088956981
120,6.906219921058426,11.754698583196976
180,6.622194288265817,11.147540084554821
300,6.4967370756670135,10.702641892622115
600,6.437101037046872,9.930015483401261
900,5.98931414485671,9.686675804443922
1200,4.882794543947947,9.152389169902765
1500,4.420152527953838,9.09559380537721
1800,4.250715400353211,9.09559380537721
2100,4.056887601205928,9.09559380537721
2400,3.9604422328987705,9.080260311160606
2700,3.9570305482740236,9.010700776601254
3000,3.8942848983143556,9.010700776601254
3300,3.7893466915394525,9.010700776601254
3600,3.6065557552561223,8.808203110445953
4500,3.3351917764846197,8.55169460300334
5400,3.1183220228574275,8.014303857940542
7200,3.1183220228574275,8.014303857940542
9000,3.1183220228574275,8.014303857940542
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
