windowSec,maxSpeedKmh,maxSpeedEqKmh
5,9.96012297456621,19.35699379535982
10,9.856203569291987,16.991321364342348
15,9.687159028972195,15.562442007349969
20,9.438552883543444,14.905860402047264
30,9.07933345927383,14.009827006361915
60,8.176203667508378,12.122873286918555
120,7.899088699166673,10.69880898877972
180,7.674583595813871,10.095003709166395
300,6.87905312633001,8.731062630294522
600,6.471208390567462,8.126968028845068
900,6.003680089035718,7.1660995538725345
1200,5.494586917766864,6.392076522129211
1500,5.225838457261086,5.619778438081841
1800,5.225838457261086,5.619778438081841
2100,5.225838457261086,5.619778438081841
2400,5.225838457261086,5.619778438081841
2700,5.225838457261086,5.619778438081841
3000,5.225838457261086,5.619778438081841
3300,5.225838457261086,5.619778438081841
3600,,
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
