windowSec,maxSpeedKmh,maxSpeedEqKmh
5,30.464736542809714,26.512374716144144
10,28.75560266145804,24.427483656853006
15,26.517732520205843,23.637104432982174
20,24.62535105284968,21.574801866429617
30,22.456765784004734,18.80303322766395
60,20.501395527285123,17.94294454029939
120,18.619723487739467,15.686348693320436
180,17.091042309140047,14.43882654939971
300,16.6433593039029,14.012335585640963
600,14.729345365886827,13.05593472934199
900,14.725313132019048,12.152336652496073
1200,14.587017736476334,12.152336652496073
1500,12.048660873695214,11.972724108485837
1800,10.243102842367312,11.51671341627858
2100,9.417980612465582,11.349461574255992
2400,8.82822575564404,10.416896267045336
2700,8.299144443838905,9.322643102236876
3000,7.9387764135121675,9.175284999414684
3300,7.616190089928255,9.158306332272726
3600,7.350268674897025,9.084088447730666
4500,6.995282960866481,8.87751335729384
5400,6.995282960866481,8.87751335729384
7200,6.995282960866481,8.87751335729384
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
