windowSec,maxSpeedKmh,maxSpeedEqKmh
5,25.561427042195586,27.645986087450638
10,24.990023261927572,26.760929252802867
15,24.262219953557523,25.492696961856137
20,23.827279001398207,24.603528285095006
30,23.17943146481912,23.67171676115598
60,22.36864547305029,22.366274048840005
120,21.81576745584085,21.860839039231205
180,21.446069567511717,21.53270240312359
300,20.817403401744787,20.772753751393612
600,11.9061039435052,11.785815293372085
900,8.220401405626763,8.132670535858482
1200,6.557541000311167,6.491794523368093
1500,5.423588178894644,5.368537697781013
1800,5.080038393383953,5.031349691905142
2100,5.080038393383953,5.031349691905142
2400,5.080038393383953,5.031349691905142
2700,5.080038393383953,5.031349691905142
3000,5.080038393383953,5.031349691905142
3300,,
3600,,
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
