windowSec,maxSpeedKmh,maxSpeedEqKmh
5,26.979768385642945,31.511817533412096
10,25.846495018967737,28.15937290720593
15,25.255054829848707,27.07305558191729
20,25.02904558587971,25.894877141189436
30,24.877271674137216,25.41707205661749
60,23.8863857302835,24.017896131926655
120,22.767498623295197,22.967418348182438
180,22.55073475146513,22.52524780331176
300,22.0337546746239,21.853874878640564
600,21.042208491729077,20.821120217703257
900,20.459048401985413,20.41149784129651
1200,20.17185729253699,20.260684913900953
1500,20.17185729253699,20.260684913900953
1800,19.775637852121896,19.87546663880503
2100,19.397062880927336,19.444899222044036
2400,19.397062880927336,19.444899222044036
2700,19.397062880927336,19.444899222044036
3000,19.397062880927336,19.444899222044036
3300,19.397062880927336,19.444899222044036
3600,19.397062880927336,19.444899222044036
4500,19.397062880927336,19.444899222044036
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
