windowSec,maxSpeedKmh,maxSpeedEqKmh
5,27.867248794117717,32.37626413830522
10,27.231136627323146,29.022000375219942
15,26.770306100932,28.91470625378447
20,26.728432457931582,28.039189638422112
30,26.508149333541095,27.64854450169855
60,25.392101461544136,26.086489966051623
120,24.70188883826047,25.525016866705315
180,23.967049930778355,24.56805058989351
300,22.663449530145172,23.10897191009012
600,22.17185563812709,22.6591950896433
900,20.746890658218312,20.906057338619554
1200,20.746890658218312,20.906057338619554
1500,,
1800,,
2100,,
2400,,
2700,,
3000,,
3300,,
3600,,
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
