windowSec,maxSpeedKmh,maxSpeedEqKmh
5,27.87215464549601,32.23352835162379
10,27.341957896640487,31.234313142152775
15,27.16340500686399,28.873056281466237
20,26.75362161369075,28.224436338767095
30,24.08573124883078,25.849690169816903
60,23.098791064532634,24.180406458038608
120,19.45133433432043,19.674674843322048
180,19.036140380887158,19.150466932645585
300,13.818875554954682,13.864932221061254
600,11.728544868028164,11.65018216391672
900,11.711444837018998,11.62228643031547
1200,9.975438928917386,9.927398790345931
1500,8.556405825262107,8.529652829527494
1800,7.516230240448702,7.469974986243911
2100,6.911713538093337,6.978574387892876
2400,6.911713538093337,6.978574387892876
2700,6.911713538093337,6.978574387892876
3000,6.675933309420685,6.717891298676094
3300,6.341075259835437,6.3821351392320205
3600,5.993732523495453,6.0368448860331805
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
