windowSec,maxSpeedKmh,maxSpeedEqKmh
5,34.11174777815184,32.53465503560902
10,33.06949586074248,29.909918343876722
15,32.33423413207172,28.966704171538954
20,31.58488090194208,27.99018954489724
30,30.37272856412467,26.502883473432266
60,27.678954573603065,25.098965913120843
120,26.27680665879399,23.81775881784172
180,25.692351356301792,22.933174770578198
300,24.444788124038233,22.197327530301155
600,22.473748331888963,21.492474516435394
900,22.14174163152814,21.492474516435394
1200,22.14174163152814,21.216841140283194
1500,21.26405801944351,20.95419921468536
1800,21.064760690371887,20.690195124790097
2100,20.667943053181173,20.308094758394223
2400,20.448750463934786,20.20380886189353
2700,20.26388271205723,20.010876762454302
3000,20.26388271205723,20.010876762454302
3300,20.26388271205723,20.010876762454302
3600,20.26388271205723,20.010876762454302
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
