windowSec,maxSpeedKmh,maxSpeedEqKmh
5,13.357034775076281,15.709414598959961
10,12.674609390477153,11.479572547029003
15,11.299815558745092,9.879313462956654
20,10.230201361537192,10.072766175587788
30,9.785442824980235,9.23963535640511
60,7.5631722570631315,7.984881789534009
120,6.472757909471414,7.1507929531148875
180,6.183603227250682,6.684517873921477
300,5.882451656815918,6.161609494838445
600,5.660673835318519,5.650028117107927
900,5.288664600510027,5.42209775693475
1200,5.1694938501695535,5.20196974043259
1500,5.118335937200775,5.090126592376579
1800,5.118335937200775,5.090126592376579
2100,5.118335937200775,5.090126592376579
2400,5.118335937200775,5.090126592376579
2700,5.118335937200775,5.090126592376579
3000,5.118335937200775,5.090126592376579
3300,5.118335937200775,5.090126592376579
3600,,
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
