windowSec,maxSpeedKmh,maxSpeedEqKmh
5,19.3707422991474,36.56342971906524
10,18.615991928959414,27.438592127371408
15,17.046157738927157,25.525664828641208
20,15.445094037536998,22.9666851801416
30,14.661595114447563,19.175267134281388
60,13.441453008503782,18.137943449185606
120,13.070193837476943,16.99521539370593
180,13.046067090728883,15.938801696908094
300,12.599913472754405,15.246499467484245
600,11.137699650429854,14.048051911542546
900,10.192048694331096,13.854861884712575
1200,9.84190983646169,12.937025383461638
1500,9.222967049895386,13.152179916590352
1800,8.792676502992482,12.825271789047529
2100,8.353067124163898,12.09546918224435
2400,8.11698603678141,11.827819945438765
2700,7.9396121979279215,11.855680969626723
3000,7.789589794775714,11.663698038926348
3300,7.4227793981041295,11.760534332659454
3600,7.444022237675478,11.73792379338225
4500,7.309311815733902,11.66826295523962
5400,7.309311815733902,10.9190761955271
7200,7.309311815733903,10.867398933060677
9000,7.109377982152494,10.867398933060677
12600,6.1454995170001805,10.163905586154517
14400,6.1454995170001805,10.050379596269664
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
