windowSec,maxSpeedKmh,maxSpeedEqKmh
5,16.965285941615186,21.63305634633935
10,16.069440299343455,16.254696397425064
15,14.866267843120403,14.579927140111181
20,14.03545127333226,13.58306744068344
30,12.93617845378821,12.998480854136396
60,12.296683176334687,12.530169416067274
120,12.030079158415438,12.432298422793997
180,11.848887919325769,12.165960821559942
300,11.426581622867229,11.851517102049872
600,11.304694861773267,11.569078574316396
900,11.207195267042412,11.265463480799541
1200,11.194105983782446,11.151035420504776
1500,11.107038385274667,11.106819333766579
1800,10.979841949301827,11.095275822299177
2100,10.979841949301827,11.004583047022921
2400,10.979841949301827,10.994016221320479
2700,10.979841949301827,10.987784541894012
3000,,
3300,,
3600,,
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
