windowSec,maxSpeedKmh,maxSpeedEqKmh
5,12.129128093819778,13.422377811477554
10,12.041500672958332,13.070843774461537
15,11.936606023910679,13.015321595157342
20,11.865508679121941,12.883356790283065
30,11.698248770979754,12.790590469155037
60,11.596309447943215,11.764053944490179
120,11.515910470383595,11.549814968970177
180,11.387779693603598,11.38745939071018
300,11.18919390561092,11.343796816574546
600,10.981751715835468,10.880858528878424
900,10.813462337820267,10.831195770476432
1200,10.666533375188713,10.722069749635269
1500,10.653537220275544,10.678871650622224
1800,10.653537220275544,10.675948034836525
2100,10.653537220275544,10.696572098512677
2400,10.65253707757976,10.715896022365529
2700,10.639650954401368,10.659175769975565
3000,,
3300,,
3600,,
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
