windowSec,maxSpeedKmh,maxSpeedEqKmh
5,14.165812022885543,15.953329034334732
10,14.055935983150665,15.605417658870797
15,13.979709052516819,15.560213132065353
20,13.930988438482677,15.45075118885669
30,13.82544180062577,15.293078652952223
60,13.166076811995561,14.458432613623218
120,12.539136701339515,13.559460496889937
180,11.993613063431743,13.33854616032332
300,11.530589395936317,12.609662593725922
600,11.346313183693164,11.444849076811044
900,11.213184073344497,11.275182629384702
1200,10.637300700672728,11.275182629384702
1500,10.57890954004385,11.198635454765494
1800,10.57890954004385,10.926497636971758
2100,10.57890954004385,10.792163391036302
2400,10.57890954004385,10.790817420928217
2700,10.48103326649355,10.790817420928217
3000,10.448677491839488,10.731550370421193
3300,10.401562898449077,10.731550370421193
3600,10.37913727074329,10.612563038448327
4500,10.344416379991046,10.53928397685191
5400,10.344416379991046,10.53928397685191
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
