windowSec,maxSpeedKmh,maxSpeedEqKmh
5,12.754321301563564,29.324101818255095
10,12.501643691425066,28.10264883186744
15,12.153753164127231,26.696611075779288
20,11.809817677160828,25.24922539520623
30,11.567018702499663,23.412825435771943
60,11.070615478196022,21.669700088411087
120,10.974396596818936,19.063447621969136
180,10.846556254287469,18.066712467490916
300,10.797168297134172,17.399357777236776
600,10.609821537565626,14.607936393462952
900,10.524767547840037,13.602158510162525
1200,10.524767547840035,13.683526166465166
1500,10.504596037133263,13.602996455807808
1800,10.153371960357775,13.252401833545578
2100,10.153371960357775,13.22344680079054
2400,10.153371960357775,13.22344680079054
2700,10.095444758565966,13.22344680079054
3000,10.095444758565966,13.22344680079054
3300,10.095444758565966,13.22344680079054
3600,10.067525673426475,13.22344680079054
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
