windowSec,maxSpeedKmh,maxSpeedEqKmh
5,37.492649326976036,29.40725350102364
10,36.908947536706094,23.02417466522227
15,36.17454474805031,20.74468951851229
20,35.14166323969299,18.947136822344
30,34.1175330055197,18.374737930600478
60,33.10953358558259,18.088355922552413
120,24.71743943694655,14.997786211660038
180,22.524872635123963,13.482623276727749
300,20.744656485879833,12.341336040149633
600,17.772980302818784,11.182677118662587
900,14.659890571695628,9.455796818035946
1200,13.088878406325327,8.328574150490304
1500,12.511031340572796,7.88419970442847
1800,12.423163777683282,7.849927458399936
2100,12.423163777683286,7.849927458399935
2400,12.423163777683286,7.849927458399935
2700,12.423163777683286,7.849927458399935
3000,12.423163777683286,7.849927458399935
3300,11.850687445451532,7.556741241904637
3600,11.378221614897514,7.300393240359171
4500,10.025478026008724,6.423039361568154
5400,8.971290912911222,5.904695480614469
7200,8.15518231529565,5.684538218893265
9000,8.15518231529565,5.684538218893265
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
