windowSec,maxSpeedKmh,maxSpeedEqKmh
5,12.425685343530622,17.864626087569718
10,12.379953508851138,17.52492674982305
15,12.2966425838334,17.286545127657327
20,12.258581154261526,16.619600702507633
30,12.227864318655863,15.919632526406723
60,12.144875133935876,14.569544015921615
120,11.82263879381576,13.32684947943971
180,11.777217376103252,12.660377810138387
300,11.502085587327734,12.106203502624986
600,11.154135096589098,11.562044113726396
900,11.130561581360565,11.328964905485503
1200,10.920520356752997,11.107593199495554
1500,10.731412568177921,10.884863054176268
1800,10.785467108232092,10.74061130014315
2100,10.70220652030076,10.67080651790166
2400,10.551131782896116,10.67080651790166
2700,10.551131782896116,10.67080651790166
3000,10.507140939904064,10.67080651790166
3300,10.48059721049975,10.67080651790166
3600,,
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
