windowSec,maxSpeedKmh,maxSpeedEqKmh
5,6.942562993655761,8.57301651485832
10,6.321455701690941,7.49695105587743
15,6.0760248239513945,6.4510644098158885
20,5.95453594999997,5.5794810788798355
30,4.965631903672642,4.799738505560105
60,3.2525234108583985,3.184825867288645
120,2.1938649782974498,2.1310458694680756
180,1.953126717445716,1.9389757865522717
300,1.939699566955911,1.9230567244212557
600,1.5631002698104919,1.5637323555140663
900,1.5019973726691194,1.5032454494916994
1200,1.5019973726691194,1.5032454494916994
1500,1.418651025501343,1.4193307053944173
1800,1.414319603092655,1.4170818618406205
2100,1.4123005039316627,1.4140512994195895
2400,1.3363893205709223,1.339074202315133
2700,1.2973759653439385,1.2999066734570452
3000,1.2575975224207954,1.2614180890449844
3300,1.2272461182491614,1.231668750334952
3600,1.1930346099972482,1.196210677567893
4500,1.136023675929795,1.1394017029780326
5400,1.136023675929795,1.1394017029780326
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
