windowSec,maxSpeedKmh,maxSpeedEqKmh
5,27.12725104871557,32.25366216845515
10,26.153409466279594,30.687032539055586
15,25.542354585882222,28.522312005754625
20,25.634234621121646,27.731784424987875
30,25.019864564182626,26.206002794528924
60,24.32575976790272,24.68146326897951
120,23.872455031353663,24.35433126349404
180,22.702704869651722,23.08338311465853
300,21.824328445771407,22.22679117264573
600,21.790411967597656,22.127911328313306
900,20.66906903867472,20.88100802602931
1200,20.66906903867472,20.88100802602931
1500,,
1800,,
2100,,
2400,,
2700,,
3000,,
3300,,
3600,,
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
