windowSec,maxSpeedKmh,maxSpeedEqKmh
5,15.329290551489791,16.037368709972675
10,15.242485731786203,15.629943043554618
15,15.159744319907238,15.336954524057777
20,15.073434545857697,15.25390564234842
30,14.944306407810652,15.138436508032093
60,14.832974280968049,14.97627662061284
120,14.684427392758154,14.789304365384018
180,14.496079354856715,14.574138864186322
300,14.199287399267586,14.270951825534091
600,14.154636128352095,14.225067711090615
900,13.560968685358773,13.59356923763456
1200,12.958289592640647,12.982995898288472
1500,12.541011059512838,12.615348747661177
1800,12.278884552244987,12.339087562399179
2100,12.278884552244987,12.295622759302894
2400,12.278884552244987,12.295622759302894
2700,12.278884552244987,12.295622759302894
3000,12.278884552244987,12.295622759302894
3300,,
3600,,
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
