windowSec,maxSpeedKmh,maxSpeedEqKmh
5,25.870696183856182,30.089550873129117
10,25.23468310972905,26.524736765610953
15,24.90518317119066,26.410063999456096
20,24.433075551395014,25.201237789749253
30,23.097319344197142,23.483802134456727
60,22.168363326365913,22.131735243315884
120,21.100207930773077,20.907639401297608
180,20.452295782306013,20.468525428877335
300,19.823744104494953,19.681391553128854
600,15.07883903145598,15.004970497467747
900,10.512272734115562,10.44582893602398
1200,9.2184266972665,9.157992329709549
1500,9.2184266972665,9.157992329709549
1800,9.2184266972665,9.157992329709549
2100,9.2184266972665,9.157992329709549
2400,9.2184266972665,9.157992329709549
2700,,
3000,,
3300,,
3600,,
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
