windowSec,maxSpeedKmh,maxSpeedEqKmh
5,14.791272533097878,27.705702946785273
10,14.50216515346412,26.36225612325861
15,14.01700919431165,25.850999540719716
20,13.501842379971029,25.415097466332774
30,12.602275557054051,25.046131727730486
60,11.036013221085216,23.2874517627791
120,10.944456104764434,14.534480182018001
180,10.801931183646708,13.773485786998004
300,10.475730331504925,13.272787318315865
600,8.761745456559396,12.972723979463272
900,8.257031714534145,12.071525172296797
1200,8.017333924532446,11.561895873715088
1500,7.771068942833892,11.129436970966331
1800,7.662966116215891,11.04589071729648
2100,7.596405485832805,10.919610937691303
2400,7.527747147034786,10.864702581867002
2700,7.481236357229566,10.864702581867002
3000,7.404811299526495,10.864702581867002
3300,7.351341561281696,10.811331973333251
3600,,
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
