windowSec,maxSpeedKmh,maxSpeedEqKmh
5,16.987268362337495,28.486814301453506
10,16.49838464095707,23.53743505838016
15,15.813947215535531,22.32567157855708
20,15.063058415966832,21.985784151859768
30,13.828731703793343,20.057869993090964
60,13.132093247303121,18.373013160319786
120,12.472435834929827,17.09596448144817
180,11.981547598680454,16.500775079902773
300,11.071031317149327,16.163487681876806
600,10.36316619030149,15.34848831187937
900,10.041421709677252,14.845520183534132
1200,10.003682197659552,14.005911132130135
1500,9.441161700972241,12.489480714177919
1800,9.390053040821753,11.485198752564797
2100,9.390053040821751,11.448664989562943
2400,9.390053040821753,11.372955254757516
2700,9.389544952495932,11.35351254135664
3000,9.389544952495932,11.35351254135664
3300,9.076467607527903,11.35351254135664
3600,8.87366844713839,11.268928682077217
4500,7.519201847538695,11.268928682077217
5400,7.447867909823835,11.250858148252517
7200,7.447867909823835,10.667123265561322
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
