windowSec,maxSpeedKmh,maxSpeedEqKmh
5,20.49729859764576,30.546948803704982
10,20.288771611874743,28.122426115414136
15,20.099206087429035,26.755272379727636
20,19.94670285188691,25.495948191148123
30,19.61484114362846,24.126385751431975
60,19.14706326853686,23.211815644901073
120,18.808512653640705,21.41120344046849
180,16.511546291166347,20.441687413438434
300,16.06286427894804,20.21805320725412
600,15.474348618554066,18.813044241596156
900,15.188205358629979,16.34116280427865
1200,14.809929372490638,16.326449129479247
1500,14.80992937249064,16.20709649347378
1800,14.809929372490638,15.8927304273328
2100,14.28748082803527,15.657466738721268
2400,13.28087535195209,15.41511658635897
2700,13.053201307488267,15.334740538426749
3000,12.826332095640478,15.125174689927118
3300,,
3600,,
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
