windowSec,maxSpeedKmh,maxSpeedEqKmh
5,16.094757379880317,31.163149540023834
10,15.916502274213077,27.781416774464354
15,15.662157581755913,26.577746092849225
20,15.393099940388902,25.245583756955952
30,15.029153102443024,24.03777730485801
60,14.100160303381148,22.76370147853908
120,13.594238461638286,20.527214435100696
180,13.420043393816938,18.88175252441928
300,12.75129896361556,17.23961751587359
600,12.044964626354464,16.454964516118626
900,11.015517081352305,15.585970490492665
1200,10.845959679824313,15.308364676181967
1500,10.845959679824313,15.308364676181967
1800,10.845959679824315,14.42815496195532
2100,10.845959679824313,13.936861878938158
2400,10.734330847368232,13.883474840354591
2700,10.705225499000123,13.883474840354591
3000,10.705225499000123,13.883474840354591
3300,10.705225499000122,13.883474840354591
3600,10.705225499000122,13.883474840354591
4500,10.54209557078048,13.759178806627856
5400,9.4776126951895,13.759178806627856
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
