windowSec,maxSpeedKmh,maxSpeedEqKmh
5,22.235771648908745,29.308476369808506
10,21.982067757082962,23.417732176339065
15,21.795663121060898,20.632647405745256
20,21.493565924848912,19.669249329370178
30,20.911536113061082,18.95405258413711
60,19.87503255348866,17.345824682940695
120,18.16180330399165,15.027950358983823
180,17.18073659954712,13.769074417203349
300,15.623466024682363,13.378038721815441
600,13.882155578432794,13.041425126727042
900,12.410879928418511,12.699271664946746
1200,11.698769737880413,12.59368545720578
1500,10.930672401424419,12.421307170207166
1800,10.752456640166345,12.421307170207166
2100,9.385652979792514,12.287035939217375
2400,8.630891980794289,12.14777158558387
2700,8.000093495244696,12.08389576172019
3000,7.436535643107019,11.914113013799263
3300,6.984159110310503,11.877722770420329
3600,6.64993852446014,11.877722770420329
4500,5.866728129452371,11.23899653414847
5400,5.437469783510272,10.379196470574188
7200,5.090737224349894,9.918233887857353
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
