windowSec,maxSpeedKmh,maxSpeedEqKmh
5,24.444356075491026,27.7207899367854
10,23.94980943476338,25.32462923922562
15,23.33211672952541,23.725590702869567
20,22.816670948055368,23.333609887624476
30,22.72076345288439,22.884259711886752
60,21.45564416894541,22.071252418950053
120,20.70707268017109,20.709301931686806
180,20.17991251794487,20.243516098527373
300,20.190085249484223,20.290667016991954
600,15.653144060408021,15.630759388962064
900,10.59755065026594,10.581906578258613
1200,9.12301286806577,9.109664935179659
1500,9.12301286806577,9.109664935179659
1800,9.12301286806577,9.109664935179659
2100,9.12301286806577,9.109664935179659
2400,9.12301286806577,9.109664935179659
2700,,
3000,,
3300,,
3600,,
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
