windowSec,maxSpeedKmh,maxSpeedEqKmh
5,34.76206575513157,65.39514937728681
10,33.48061180311625,55.57009160469081
15,32.30286082505981,48.59391288002747
20,31.3179545153977,45.586166601359785
30,30.813208047663423,44.38287787720639
60,30.396796361575138,43.929265949277344
120,29.864202632314036,38.7342175196864
180,29.837965454648387,35.93109886696305
300,25.376452437125153,28.699986485304642
600,23.40875823178013,26.49099578557704
900,16.833651687759794,18.4368850973085
1200,13.563011563672116,14.31247584393871
1500,11.489346060512874,12.086029567226351
1800,10.046886720199872,11.186121194968655
2100,8.875354381906165,10.344894402562055
2400,8.001505834873573,9.967193622554174
2700,7.4239838895140835,9.874691889107268
3000,7.017992489347138,9.452137989215098
3300,6.698131339999118,8.762270127069295
3600,6.517016772461352,8.578161128891686
4500,6.444742224172885,8.444700650887322
5400,6.444742224172885,8.444700650887322
7200,6.444742224172885,8.444700650887322
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
