windowSec,maxSpeedKmh,maxSpeedEqKmh
5,26.602443883085048,34.42504360488503
10,24.830374759607874,30.355748575283165
15,22.61929403882238,23.917575136408527
20,20.922023348439566,22.172368795453824
30,18.54531230895325,20.119669886941164
60,16.065798122986582,17.151138264855614
120,14.92196013730869,16.312016662199888
180,14.367037546435936,16.199113098495197
300,13.881876626196512,15.638673425075215
600,13.300908042960868,15.183450963590802
900,11.897335904185411,14.539350513600802
1200,10.84140864512347,14.539350513600802
1500,10.655810537625042,14.421503755776639
1800,10.655810537625042,14.33093617132422
2100,10.655810537625042,13.588895826351607
2400,10.655810537625042,13.378500305127744
2700,10.51025884648061,13.378500305127744
3000,10.509196229978322,13.378500305127744
3300,10.268355406777973,13.378500305127744
3600,9.616831730343137,13.378500305127744
4500,8.083340063923172,12.340319287750146
5400,8.083340063923172,11.699518253473801
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
