windowSec,maxSpeedKmh,maxSpeedEqKmh
5,12.632413058843047,19.124115244921086
10,12.442083553928104,18.7494234099826
15,12.198765476743116,15.981588629208774
20,12.067229888437996,15.094172454398569
30,12.014250623783711,13.719942728076493
60,11.766555908605266,10.883273081081756
120,11.755447666565823,9.878232591256047
180,11.578471548528372,9.638363081129793
300,11.30594341309868,9.30605995788593
600,10.30225881153431,9.124566268844381
900,9.833706525232417,8.920139878737968
1200,9.237863263065499,8.483080486163022
1500,8.989968400830126,8.312521833737291
1800,8.989968400830126,8.312521833737291
2100,8.989968400830126,8.312521833737291
2400,8.985148216656277,8.302405755460551
2700,8.674713394403046,8.180879683597066
3000,8.240447839616795,7.85659888493938
3300,7.955360544599224,7.490959416768279
3600,7.8550840395022865,7.172393968127884
4500,7.6664551079717445,6.677363958838584
5400,7.597516598123658,6.471200581175859
7200,7.597516598123658,6.47120058117586
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
