windowSec,maxSpeedKmh,maxSpeedEqKmh
5,7.426255333358418,33.253742362120576
10,7.04230818619565,27.344395874180208
15,6.910568189777874,26.119585488227766
20,6.662090340867161,25.53894043704351
30,6.401849664550533,22.772553700315733
60,5.919227552571605,16.658700987508105
120,5.2239893245110816,14.48547875781898
180,4.8873490423945105,12.80378425797306
300,4.733570778556013,12.030226051674733
600,3.8973896047194674,10.826449498504761
900,3.8973896047194674,10.518859601229687
1200,3.803447418829173,9.991045836472686
1500,3.5396876332589047,9.991045836472686
1800,3.3382477773706896,9.893219577589843
2100,3.220816707514018,9.613815075479145
2400,3.0758349697222793,9.369421190684408
2700,3.0738670367593848,9.074390989490862
3000,3.0738670367593848,9.074390989490862
3300,3.0738670367593848,8.75067425925818
3600,3.0738670367593848,8.41788753674371
4500,2.8744443979117675,7.069753332427292
5400,2.718075229962092,6.533144973046568
7200,2.6510959371367213,6.463843027526163
9000,2.649410396628699,5.863055747817551
12600,2.649410396628699,5.863055747817551
14400,2.649410396628699,5.863055747817551
18000,2.649410396628699,5.863055747817551
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
