windowSec,maxSpeedKmh,maxSpeedEqKmh
5,13.164518745979478,16.47533455020477
10,12.565654010131757,15.033896848889356
15,12.16430335376636,14.664483336145588
20,11.964179682266733,14.520356712657968
30,11.740539200329732,14.268875170031293
60,11.433908903332593,13.289770158205707
120,11.3114602665408,13.197982916027444
180,11.21026698965756,12.687607197778664
300,11.10732999214178,11.704871187626404
600,10.85828382655498,11.07338313003265
900,10.815920697456662,10.864935628646952
1200,10.814828558991106,10.707811035766488
1500,10.67963801154804,10.621287047912041
1800,10.67963801154804,10.581803277757581
2100,10.67963801154804,10.581803277757581
2400,10.67963801154804,10.581803277757581
2700,10.61339470908571,10.57107029117111
3000,10.582893625566896,10.517582099527683
3300,10.497860085080578,10.506374469428017
3600,,
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
