windowSec,maxSpeedKmh,maxSpeedEqKmh
5,11.423042234746646,15.552814412994238
10,11.233824597189955,15.018256673262849
15,11.00090127107337,14.63572994297246
20,10.905519406360206,14.719179438477791
30,10.794378575543929,14.465731367383281
60,10.610069395973719,13.844996808139975
120,10.548469726472133,12.653951324689796
180,10.485808462540328,11.712715388791421
300,10.423824960824799,11.307248835776667
600,10.330435955136913,10.766168734495182
900,10.215344029737036,10.628019404436705
1200,10.084502763027475,10.419502035459578
1500,10.084502763027475,10.381499861228447
1800,10.084502763027475,10.337423299573592
2100,10.084502763027475,10.337423299573592
2400,10.04726602451715,10.337423299573592
2700,10.000351973999084,10.337423299573592
3000,9.993637273405838,10.270284967148159
3300,9.993637273405838,10.270284967148159
3600,9.993637273405838,10.24702131662983
4500,9.993637273405838,9.922420144113417
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
