windowSec,maxSpeedKmh,maxSpeedEqKmh
5,14.847242314557274,24.89376828555961
10,14.634124126768791,20.61325066090204
15,14.384898097539836,18.515263170941573
20,14.11363126377284,17.137099909425697
30,13.857264415913347,15.14694080922862
60,13.44692868136041,13.266999652637521
120,12.573435542639317,12.377616825945891
180,12.27470138121161,12.175385420110562
300,12.274701381211612,12.173778110231348
600,11.696024964410725,11.643419159430007
900,11.083153192167403,11.055287882579979
1200,10.73540551717541,10.833726996252798
1500,10.466596252747944,10.531247195370971
1800,10.319097249595377,10.379477941059985
2100,10.11444467330834,10.155196476528285
2400,10.027431567856803,9.97508992954709
2700,10.027431567856803,9.949788730834866
3000,10.009783775758885,9.917553692310586
3300,9.890677797428584,9.778450170883655
3600,9.835312010853452,9.729468182121423
4500,9.744662198439945,9.719833911117407
5400,9.718478583681215,9.698205126594134
7200,9.646021403075459,9.698845088550847
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
