windowSec,maxSpeedKmh,maxSpeedEqKmh
5,34.76876806820834,43.017095515040126
10,34.43600315668399,39.12294932743607
15,33.854582670028385,34.93278912804076
20,33.047047891418124,33.54418173499619
30,31.220706687765304,30.989665890444904
60,30.265064024704184,27.828554126887536
120,28.626256047865144,25.953006894287775
180,27.68622132796065,25.453362185292544
300,27.19036961550415,24.758463820318138
600,25.097782272832344,23.915634518742415
900,25.097782272832347,23.892824891524846
1200,24.409552440485832,23.69948567685753
1500,22.47924491730312,23.69948567685753
1800,21.380086777617628,23.141257271293277
2100,20.71148672112845,22.30137106607575
2400,20.010578953085513,22.025187545756154
2700,19.63458243692845,21.880814892587743
3000,19.581099231264936,21.81415765647915
3300,19.581099231264936,21.81415765647915
3600,19.581099231264936,21.81415765647915
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
