windowSec,maxSpeedKmh,maxSpeedEqKmh
5,11.336286088919,16.92499379224764
10,11.28608502638021,15.157359443681798
15,11.2267714663723,14.74095869361846
20,11.144975144742753,14.604588232247405
30,10.78186199381515,14.524481919961422
60,10.31615037041948,14.051731363165144
120,10.01960694479382,13.719373092523655
180,9.924883831894032,13.48298346487101
300,9.776241675220522,12.782133717885971
600,9.484921430295566,11.678355223204926
900,8.14375268605097,10.83016014952221
1200,7.574257149613971,9.53149793819309
1500,7.185636120617883,9.041968909840442
1800,6.985098687960413,8.926516110234125
2100,6.815106779218608,8.897669870941657
2400,6.693810949787084,8.824495325689295
2700,,
3000,,
3300,,
3600,,
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
