windowSec,maxSpeedKmh,maxSpeedEqKmh
5,12.244672871963036,22.602737224289573
10,11.890069648159127,20.969290430748742
15,11.522660284025422,19.252663081138078
20,11.289966081512329,17.998715782315486
30,11.112674829297532,15.994311271267167
60,10.881880983008418,13.15530768999188
120,10.780119258422419,12.041225892079487
180,10.717975805036179,11.67281027854694
300,10.683497717544764,11.465547013097302
600,10.619380142570007,10.956868298293283
900,10.58054727741779,10.717079268451531
1200,10.528080974430576,10.720436779858398
1500,10.494066990670687,10.60416288117506
1800,10.473861355091712,10.506163810999023
2100,10.461162805390016,10.505971722466262
2400,10.461162805390016,10.505971722466262
2700,10.461162805390016,10.505971722466262
3000,,
3300,,
3600,,
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
