windowSec,maxSpeedKmh,maxSpeedEqKmh
5,12.475280833739323,21.880226994022685
10,12.292624709961633,20.036067694792475
15,12.0996681814261,18.71567891961938
20,11.920212507908754,17.83305353878892
30,11.948988728299208,16.631039019030172
60,11.575020309414942,14.841152104623351
120,11.313190304454285,13.542296280445374
180,11.170901562365481,13.260068098848711
300,11.0922483234377,12.86744318847405
600,10.933507326702664,11.587223501549401
900,10.855412710175976,11.493666856933727
1200,10.617707007603615,10.789221798130965
1500,10.396837391087114,10.725076357671618
1800,10.396807897925976,10.690392492078471
2100,10.396807897925976,10.683243375173797
2400,10.396807897925976,10.668271267888695
2700,10.396807897925976,10.50950288380161
3000,10.396807897925976,10.265765375210963
3300,10.356581748894929,10.265765375210963
3600,10.285145375277196,10.265765375210963
4500,10.149516343148855,10.265765375210963
5400,9.811044222738824,10.265765375210963
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
