windowSec,maxSpeedKmh,maxSpeedEqKmh
5,25.261707384803753,31.272547393861707
10,25.121344423836078,26.832844333925145
15,24.226790896705822,25.25594621045939
20,23.630336959620518,24.152529905752964
30,22.570675090457012,22.854855162281265
60,21.506031231056117,21.948508182747936
120,21.008813027736746,21.1413405955622
180,20.77577382046999,20.839555909033706
300,19.631022112786567,19.5578360726318
600,18.245585379922066,18.273539934559917
900,18.057718775640577,18.0117643798386
1200,18.057718775640577,18.0117643798386
1500,18.057718775640577,18.0117643798386
1800,18.057718775640577,18.0117643798386
2100,18.057718775640577,18.0117643798386
2400,18.057718775640577,18.0117643798386
2700,18.057718775640577,18.0117643798386
3000,18.057718775640577,18.0117643798386
3300,18.057718775640577,18.0117643798386
3600,,
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
