windowSec,maxSpeedKmh,maxSpeedEqKmh
5,17.343230962733177,18.003077740081455
10,17.194330934758415,17.91152530789958
15,17.009533338991414,17.701593048366128
20,16.97453466292632,17.617024470380716
30,16.933406331717077,17.247934298664095
60,16.82831598240213,17.01940070154397
120,16.715259299569286,16.72999447718661
180,16.52045696717036,16.551293217883405
300,16.28104892221656,16.288970657677694
600,15.986833314455469,15.957099267994828
900,15.766192290538308,15.741312253915778
1200,15.621740256266976,15.613483090955645
1500,15.583802317254577,15.577626283644603
1800,15.494191059146543,15.497466880272555
2100,15.352252781138008,15.351413925159068
2400,15.081437304293082,15.08374875992451
2700,14.475444184842857,14.474328264578103
3000,14.047232041552862,14.060994106703237
3300,13.9792581227359,13.996860183646193
3600,13.9792581227359,13.996860183646193
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
