zone,zone_label,hr_mean,hr_min,hr_max,time_seconds,avg_speed_kmh,avg_speedeq_kmh,pct_time
1,Z1,129.94749909726517,109.53333333333333,136.83333333333334,66.0,11.18290909090909,7.32370349780323,2.045877247365158
2,Z2,146.9039800995025,136.86666666666667,152.9,201.0,6.651223880597015,9.414201966581366,6.230626162430254
3,Z3,159.6216606228318,152.96666666666667,166.23333333333332,1242.0,8.989152317880794,8.303740839718165,38.49969001859888
4,Z4,175.8398757522811,166.26666666666668,189.5,1717.0,6.44649504950495,12.996432900343585,53.22380657160571
