zone,zone_label,hr_mean,hr_min,hr_max,time_seconds,avg_speed_kmh,avg_speedeq_kmh,pct_time
1,Z1,129.37089330986547,119.0,136.7,295.0,13.437584415584414,14.521710136864023,35.54216867469879
2,Z2,144.22596899224806,136.93333333333334,150.46666666666667,535.0,22.371844186046513,18.47900236259949,64.45783132530121
3,Z3,,,,0.0,,,0.0
4,Z4,,,,0.0,,,0.0
