zone,zone_label,hr_mean,hr_min,hr_max,time_seconds,avg_speed_kmh,avg_speedeq_kmh,pct_time
1,Z1,115.51710887649092,103.53333333333333,135.16666666666666,2456.0,23.01332175379427,21.621747643988524,48.270440251572325
2,Z2,147.16982456140352,135.4,151.4,483.0,13.626056842105264,20.831342138077435,9.492924528301886
3,Z3,155.7737233054782,151.5,160.46666666666667,2149.0,10.803254038997213,20.340764946298545,42.236635220125784
4,Z4,,,,0.0,,,0.0
