zone,zone_label,hr_mean,hr_min,hr_max,time_seconds,avg_speed_kmh,avg_speedeq_kmh,pct_time
1,Z1,99.40698462456284,68.3,119.7,14373.0,2.6869043313310152,3.877318574250808,75.4567408651827
2,Z2,132.37746153846155,119.73333333333333,148.0,4365.0,2.3490055384615385,9.079814999055634,22.91579168416632
3,Z3,154.04097859327217,148.06666666666666,163.03333333333333,310.0,1.8126825688073396,11.848717068950789,1.6274674506509867
4,Z4,,,,0.0,,,0.0
