zone,zone_label,hr_mean,hr_min,hr_max,time_seconds,avg_speed_kmh,avg_speedeq_kmh,pct_time
1,Z1,134.37990840729523,108.46666666666667,138.53333333333333,546.0,8.448923076923077,6.844648376781599,26.0
2,Z2,144.62675000000002,138.56666666666666,150.3,1200.0,5.8485,10.531338252918006,57.14285714285714
3,Z3,154.1748992080423,150.33333333333334,159.66666666666666,354.0,6.600070588235294,11.928769775565042,16.857142857142858
4,Z4,,,,0.0,,,0.0
