zone,zone_label,hr_mean,hr_min,hr_max,time_seconds,avg_speed_kmh,avg_speedeq_kmh,pct_time
1,Z1,110.9185752641561,85.9,131.96666666666667,4256.0,,,92.70311478980614
2,Z2,137.43826199740596,132.13333333333333,148.13333333333333,335.0,,,7.296885210193857
3,Z3,,,,0.0,,,0.0
4,Z4,,,,0.0,,,0.0
