zone,zone_label,hr_mean,hr_min,hr_max,time_seconds,avg_speed_kmh,avg_speedeq_kmh,pct_time
1,Z1,129.01531437480813,107.66666666666667,144.6,5202.0,2.113303404255319,1.2175021237284178,97.56189047261815
2,Z2,146.19415204678364,144.86666666666667,150.6,130.0,3.099536842105263,1.8184830269539392,2.4381095273818456
3,Z3,,,,0.0,,,0.0
4,Z4,,,,0.0,,,0.0
