zone,zone_label,hr_mean,hr_min,hr_max,time_seconds,avg_speed_kmh,avg_speedeq_kmh,pct_time
1,Z1,127.61842647829667,97.4,140.16666666666666,114.0,11.128850526315789,11.392668638533772,7.063197026022305
2,Z2,150.12818791946307,140.33333333333334,153.96666666666667,149.0,12.39076510067114,12.272522624842397,9.231722428748451
3,Z3,163.8559183357318,154.03333333333333,166.7,996.0,12.393614457831326,12.374020274832429,61.71003717472119
4,Z4,168.0487323943662,166.73333333333332,170.33333333333334,355.0,12.907470422535212,12.826121797641678,21.995043370508053
