zone,zone_label,hr_mean,hr_min,hr_max,time_seconds,avg_speed_kmh,avg_speedeq_kmh,pct_time
1,Z1,,,,0.0,,,0.0
2,Z2,151.98899632932546,147.26666666666668,155.63333333333333,235.0,32.22555140186916,27.617389208752947,16.387726638772666
3,Z3,166.00937129300118,155.93333333333334,173.06666666666666,693.0,30.567343772241994,28.207976305391984,48.32635983263599
4,Z4,176.71620014462275,173.1,180.3,506.0,21.545076923076923,24.9864357761323,35.28591352859135
