zone,zone_label,hr_mean,hr_min,hr_max,time_seconds,avg_speed_kmh,avg_speedeq_kmh,pct_time
1,Z1,125.10666966370565,118.77777777777777,134.93333333333334,55.0,9.745905882352941,10.974078418711239,2.352437981180496
2,Z2,141.82194835967198,135.26666666666668,148.46666666666667,2283.0,10.294391590013142,10.224041982468583,97.6475620188195
3,Z3,,,,0.0,,,0.0
4,Z4,,,,0.0,,,0.0
