zone,zone_label,hr_mean,hr_min,hr_max,time_seconds,avg_speed_kmh,avg_speedeq_kmh,pct_time
1,Z1,116.62170918774919,83.76666666666667,134.23333333333332,4027.0,,,95.11100614076523
2,Z2,138.1470198675497,134.26666666666668,144.66666666666666,207.0,,,4.888993859234766
3,Z3,,,,0.0,,,0.0
4,Z4,,,,0.0,,,0.0
