zone,zone_label,hr_mean,hr_min,hr_max,time_seconds,avg_speed_kmh,avg_speedeq_kmh,pct_time
1,Z1,110.40927017025479,89.0,135.26666666666668,33.0,5.604218181818182,12.980906654942135,1.9631171921475312
2,Z2,147.88190476190476,136.93333333333334,151.6,35.0,8.524902857142857,15.104757830785863,2.0820939916716243
3,Z3,161.3954031113166,151.63333333333333,165.03333333333333,674.0,9.868158415841584,9.858676712424908,40.095181439619274
4,Z4,174.31228257011006,165.06666666666666,188.76666666666668,939.0,8.027348242811502,13.265922827746593,55.85960737656157
