zone,zone_label,hr_mean,hr_min,hr_max,time_seconds,avg_speed_kmh,avg_speedeq_kmh,pct_time
1,Z1,98.24822834960149,87.46666666666667,110.03333333333333,32.0,1.9984,5.38288007225628,2.9684601113172544
2,Z2,132.5368237347295,110.63333333333334,142.33333333333334,573.0,8.38846492146597,12.509463551941993,53.15398886827458
3,Z3,148.95926310640127,142.9,153.43333333333334,473.0,10.251901902748413,7.400477020164429,43.87755102040816
4,Z4,,,,0.0,,,0.0
