zone,zone_label,hr_mean,hr_min,hr_max,time_seconds,avg_speed_kmh,avg_speedeq_kmh,pct_time
1,Z1,119.74932854786617,96.36666666666666,143.43333333333334,1906.0,6.103948571428571,6.536890818940925,39.0094146541138
2,Z2,150.73717948717947,143.7,157.73333333333332,260.0,4.570015384615385,4.567708696033847,5.321326238231682
3,Z3,168.94421983759528,158.3,175.0,1502.0,5.011587878787879,4.727687748117014,30.740892345476873
4,Z4,181.03836477987423,175.06666666666666,189.86666666666667,1218.0,5.669803773584905,5.308261778364012,24.92836676217765
