zone,zone_label,hr_mean,hr_min,hr_max,time_seconds,avg_speed_kmh,avg_speedeq_kmh,pct_time
1,Z1,91.5022006657854,67.1,113.5,12236.0,2.4923741100323626,2.799498558862787,71.56811136456687
2,Z2,135.98626981640624,113.83333333333333,150.3,4533.0,4.043631549295775,11.896152826307862,26.51342340761537
3,Z3,152.87374631268437,150.6,155.33333333333334,328.0,3.620070796460177,12.473306405787657,1.9184652278177456
4,Z4,,,,0.0,,,0.0
