zone,zone_label,hr_mean,hr_min,hr_max,time_seconds,avg_speed_kmh,avg_speedeq_kmh,pct_time
1,Z1,120.99255078982412,95.93333333333334,135.1,3695.0,0.0,0.0,84.26453819840364
2,Z2,141.19288288288288,135.13333333333333,150.63333333333333,624.0,0.0,0.0,14.230330672748003
3,Z3,154.0851851851852,150.93333333333334,155.53333333333333,66.0,0.0,0.0,1.5051311288483467
4,Z4,,,,0.0,,,0.0
